sessionId (id),page (text),latency (int),timeOnPage (float)
387e161c,welcome,7,17.845
b928afbe,index,21,91.303
b72f7963,explore,181,2.388
37e627d2,explore,38,114.976
b8adaed6,query,212,381.023
377f7199,explore,140,275.759
3845e841,explore,100,93.277
3911c751,explore,265,131.146
b7599dee,query,17,349.442
3911c453,query,17,397.982
371b2fbe,index,39,61.436
b8d66d35,explore,216,85.009
4.00E+101,index,24,68.406
38dbc151,index,21,40.706
383abed1,explore,22,102.442
b8c172c6,explore,132,87.763
b5da8408,welcome,141,27.088
38a9f6f5,,136,
b8b14542,welcome,66,46.331
b7d41379,,34,
b89f9db4,query,22,350.136
b8b0e081,explore,362,110.465
38d0167a,welcome,23,44.712
b8d19bd2,explore,180,154.487
b8372421,explore,42,123.311
38498b7e,explore,625,148.174
37dbf1b8,explore,27,124.925
396c890c,index,29,48.276
36d0a1dc,explore,32,164.589
b7ca73fe,explore,176,205.597
37b3f54d,query,164,487.687
37dbf1b8,welcome,7,24.802
b79faab0,explore,100,59.951
b78d0280,query,100,461.497
b853d519,explore,124,117.764
38946284,query,17,402.381
39185800,welcome,63,39.296
38b0ba4b,welcome,14,24.401
38b6b950,,49,
38c31cae,query,205,257.452
b76cdcea,index,4,80.013
37f37c41,query,69,334.507
b70bcb2c,explore,22,127.137
b8bb10b7,,54,
382533f1,,44,
b68320d1,query,197,340.607
b895837d,explore,22,113.946
36efb219,,14,
b8b1fce4,explore,188,89.018
37e8bad2,index,8,55.983
36d0a1dc,index,15,75.712
3472f217,explore,52,127.191
b63ebe25,query,27,445.645
b7b59c98,welcome,19,24.253
38c31cae,index,10,52.038
b80488d1,,12,
38ebf974,query,82,406.297
b800ff0e,explore,202,111.405
b915b875,query,63,399.072
b6f8d90b,query,137,362.929
b688a066,index,19,68.13
b99b685a,,12,
b93a5bf5,,10,
3962b232,query,78,337.767
b8adaed6,index,4,44.501
b70bcb2c,index,25,56.612
395db9dc,welcome,36,47.283
b8cc587b,index,7,74.309
b98f41a7,,64,
3809ff9f,query,41,398.508
b925aacd,query,47,421.683
38c46841,welcome,11,28.617
b8083d73,welcome,121,30.455
3959531f,explore,64,149.737
379141c9,index,16,48.752
38a7586c,welcome,7,23.066
3912716d,explore,22,183.569
3827db44,query,19,352.968
379141c9,query,198,435.736
38826074,welcome,7,30.942
b7e1c8a3,query,23,328.753
b9069c73,welcome,84,24.225
3795b01d,index,34,51.497
37b00432,explore,102,97.806
39872d38,query,17,329.132
38a271d8,query,28,387.777
b914eada,query,38,356.358
b8160561,index,25,70.825
b8660f88,explore,196,125.017
b8e2850c,query,143,437.969
37eb9889,query,209,421.982
3472f217,explore,58,73.951
37ad3faf,explore,191,157.035
b7fddf00,welcome,100,21.866
b803639d,welcome,22,17.347
b867a142,,40,
b7eff8f0,index,12,25.877
38090141,query,42,392.647
b9a11327,index,4,52.034
b6e9962b,index,19,53.052
b88a09a7,welcome,26,36.985
b78b6241,explore,157,123.909
b72f7963,query,564,381.844
38acbfc9,welcome,18,36.95
b870db1c,explore,48,126.553
b914eada,query,74,397.719
b9a11327,query,88,379.765
384f2238,query,99,288.765
b76cdcea,welcome,8,33.402
b7dba582,query,46,335.943
38e75f40,query,92,444.079
37e2e123,query,17,451.742
b63335a2,welcome,9,17.239
3472f217,explore,26,187.305
38d87afe,explore,88,198.914
b70bcb2c,welcome,37,26.87
b90fcff0,explore,193,54.683
38edf1a3,explore,285,82.86
37cca1bf,index,4,53.672
b8817cf7,index,31,21.49
b727c7ed,query,17,375.205
3791a42e,index,10,60.547
37ab4274,explore,43,194.872
b6e9962b,query,17,335.897
b8f365e5,query,79,413.897
b826ffe7,query,155,460.801
37dbf1b8,query,238,356.426
38d3b1c9,query,257,352.693
38da9d49,explore,194,78.513
b8ee782d,welcome,59,28.34
b93a5bf5,query,17,383.682
38e75f40,query,45,424.643
b81aac1c,explore,37,90.322
b7711fd2,query,73,315.367
38b6b950,query,189,333.462
390c3506,,10,
38498b7e,explore,29,105.516
37eb9889,query,50,508.929
b688a066,welcome,40,12.675
37cca1bf,explore,51,99.621
b7851092,index,14,47.315
36a0d5ec,query,217,476.082
3988f9c2,query,47,501.371
389a5a09,explore,215,142.953
b89f9db4,query,19,447.354
b9073d39,welcome,7,46.443
38d87afe,explore,27,130.362
36efb219,explore,201,89.725
37921011,welcome,14,39.414
b7599dee,query,17,460.314
3.89E+41,query,17,552.691
b887db02,welcome,26,28.986
b97c6f36,index,12,53.448
36efb219,query,127,231.998
379b1d53,query,69,351.346
39048856,welcome,68,37.525
37ab4274,query,258,311.537
b9011f98,index,14,59.217
b87cde16,explore,70,38
b70bcb2c,welcome,26,49.141
b8cfbab8,query,76,225.082
b715fc7b,index,4,46.628
38250955,query,43,438.811
38790dde,welcome,44,34.251
b8075a0a,query,17,427.922
38946284,explore,232,109.914
b880fe2e,explore,334,59.154
35f3508e,,68,
3821abf6,query,17,336.708
3959531f,explore,98,142.629
b853d519,,36,
381dc512,,116,
b88659dd,explore,143,26.394
b85d00a8,explore,28,122.249
3969e39d,explore,128,190.329
36a0d5ec,explore,22,119.416
3911c453,explore,112,90.277
370571d4,welcome,8,21.543
38b0ba4b,welcome,43,41.136
b8b6d7a6,query,214,412.328
b7711fd2,explore,298,134.718
38c78d69,index,4,43.159
b8d66d35,query,60,482.078
b800ff0e,query,99,341.382
b9058a3a,welcome,27,25.494
382db31a,query,117,313.998
b8bba093,query,17,425.099
382345b2,query,17,360.019
397850c1,welcome,7,32.871
3908895c,welcome,22,20.507
b8b14542,query,17,467.464
b8e6681d,welcome,59,18.308
b871cdab,query,98,330.585
b9315418,,31,
37db1c2e,welcome,29,41.385
3827db44,explore,198,65.671
b9315418,index,13,77.708
b8cc8870,welcome,19,41.835
3861d537,query,17,340.907
37f7103f,query,17,326.572
38090141,index,17,85.057
39048856,query,190,437.157
b6bfc32c,explore,224,191.255
b800ff0e,query,17,382.899
388473f3,explore,22,95.264
b888fdf7,,10,
377f7199,query,70,343.447
b89e1007,query,17,375.448
38c31cae,welcome,49,33.792
b898d23e,explore,189,62.982
b8e5a9d7,welcome,7,23.205
38071ebe,query,37,308.696
b89f9db4,,10,
b89358fa,query,109,375.227
38106d1a,query,38,408.964
38dd988d,explore,32,31.488
b800ff0e,welcome,7,35.534
37a1058d,query,17,450.024
b8d3ccd1,explore,29,134.931
b8f55c89,explore,96,47.124
b8cfbab8,welcome,35,28.947
b6958ebc,welcome,68,39.284
b871cdab,query,146,432.171
b914e7a0,query,93,352.788
35b444af,query,31,437.6
b780efe5,,10,
37e2e123,index,4,41.728
38e9c25e,index,29,51.287
35f3508e,welcome,10,26.389
b70bcb2c,explore,801,107.291
b8a57e40,explore,119,42.553
37b00432,explore,28,141.805
b91b59ef,welcome,40,38.668
b874f71a,index,9,56.523
392c9861,welcome,84,26.956
b871cdab,index,27,18.454
b817c50e,welcome,11,27.602
39872d38,query,18,397.043
387347f1,explore,56,144.247
b914e7a0,index,50,31.8
38d87afe,query,17,369.508
b8372421,query,30,405.338
b83daced,query,135,394.489
3791a42e,welcome,7,18.65
390d228a,welcome,9,29.629
382345b2,index,8,92.352
b8463fd8,query,89,263.587
b99b685a,explore,37,42.266
38d87afe,explore,53,131.329
b8463fd8,query,111,350.831
370571d4,explore,24,148.98
394857b7,query,41,292.471
b8e6681d,welcome,29,22.697
b871cdab,welcome,22,29.519
b87c4065,explore,470,114.597
b91b59ef,explore,22,152.555
3707fb77,query,31,259.092
38c354f3,explore,239,131.417
b9a11327,index,34,39.384
b7e9cf39,query,17,431.514
385b8ebd,explore,223,136.916
b8e1fea6,,96,
37f2055b,,29,
38e75f40,query,60,375.636
37295f54,welcome,7,31.045
b8b37cbc,query,34,414.395
3821abf6,query,20,314.298
39041af1,index,16,27.603
b8372421,explore,135,203.017
b69d376c,query,114,331.489
38d9e91d,query,23,241.946
39449ddc,index,21,57.413
b78e0dd7,explore,169,48.857
371b2fbe,explore,396,101.917
388cea01,query,71,377.916
38d0167a,welcome,18,32.14
b8acdbe3,query,54,433.793
b743e5c6,query,160,328.239
b7b187ea,welcome,24,15.942
38a9f6f5,query,254,370.748
38b09a88,query,156,300.832
b92cb918,explore,41,89.421
39463fd5,index,11,53.311
385b8ebd,index,4,24.667
b880fe2e,explore,81,106.068
3472f217,query,156,421.539
3926e692,explore,26,152.266
b9093311,query,24,366.251
b80488d1,welcome,23,21.988
35b444af,explore,22,86.841
b7b59c98,query,206,294.831
387347f1,explore,98,94.89
b929ba86,index,85,78.205
38ebf974,welcome,105,29.775
b803639d,index,26,56.05
b7e9cf39,explore,26,170.168
b8e1fea6,explore,73,112.631
b8c09db8,index,23,57.99
b79faab0,explore,144,160.606
b8997506,query,187,422.31
3867b4fa,query,60,409.17
b91b59ef,query,39,410.123
384ccca7,welcome,26,22.578
b6958ebc,query,51,349.38
3875fb10,explore,79,162.516
b63ebe25,explore,135,129.549
b7c6f37d,welcome,97,25.73
b7dc6a9a,query,349,424.942
b7150245,welcome,99,27.967
38071ebe,explore,332,126.854
37b00432,index,21,38.053
b9069c73,query,88,345.351
36efb219,query,17,456.13
b7dc6a9a,welcome,66,25.092
b78ab09a,query,83,441.708
b8a7d0b8,query,40,437.988
b7b79d06,explore,74,73.595
3941ab5f,explore,42,144.307
387fd3f2,query,47,247.22
38250955,explore,87,57.036
b826ffe7,query,212,334.775
b8b0e081,,32,
b922e3e3,explore,106,118.969
b7fddf00,welcome,7,26.421
371b2fbe,query,146,495.355
3901fa95,index,12,49.3
b8a21496,welcome,7,42.984
b6e9962b,query,164,490.516
b9093311,,24,
b9a11327,welcome,37,31.361
b8acdbe3,query,130,320.455
38dfb031,,35,
b8372421,welcome,140,25.737
392269f6,index,23,66.173
388e7adf,welcome,7,38.215
35cfb7c7,welcome,13,36.553
b70bcb2c,explore,60,79.254
37f7103f,query,73,365.487
b89e1007,explore,193,57.015
b826ffe7,query,52,262.452
3858424d,query,35,278.498
b9069c73,explore,131,108.246
3795b01d,explore,25,121.717
38aafec6,welcome,77,34.879
38aafec6,query,123,414.324
370571d4,query,156,417.228
b76cdcea,index,6,63.598
3899ea49,welcome,93,42.826
b87cde16,explore,214,108.944
38106d1a,explore,66,135.443
38ff8474,query,63,355.414
3912716d,query,26,397.332
3744b737,index,58,44.603
38c31cae,query,105,333.823
3.80E+08,query,17,342.931
b8083d73,index,26,88.198
b817c50e,explore,75,110.942
b81aac1c,explore,166,122.294
b887db02,explore,59,163.707
382345b2,query,41,354.377
388d08f0,explore,22,148.168
b904fd6c,explore,194,92.923
b8adaed6,query,98,351.37
b8c172c6,welcome,16,20.268
38ef3cac,query,17,474.348
397850c1,query,17,389.366
b81aac1c,welcome,85,43.237
38e2c522,welcome,18,39.057
b914eada,query,43,473.577
b97c6f36,query,150,392.272
b909b158,query,140,378.345
3962b232,explore,423,196.426
b8989f91,query,102,337.46
38e9c25e,welcome,88,28.856
b97c6f36,explore,22,75.706
b8a7d0b8,index,27,56.568
b85d00a8,welcome,78,35.656
379141c9,welcome,37,26.621
b81aac1c,query,77,436.865
b89e1007,query,81,303.949
38a53e49,welcome,18,35.829
b78b6241,,28,
38d87afe,explore,103,94.661
b715fc7b,query,22,296.128
35b444af,explore,148,86.782
b90fcff0,query,46,361.468
b9069c73,query,274,365.185
b9322811,index,48,57.625
b8463fd8,explore,244,116.52
38106d1a,explore,228,67.86
38106d1a,explore,48,70.018
3941ab5f,,30,
b836089c,explore,145,120.717
35f3508e,query,396,385.621
b70bcb2c,welcome,7,32.704
388d08f0,welcome,26,37.725
b7851092,query,17,412.639
b8e5a9d7,welcome,50,29.773
b98f41a7,query,17,260.188
38c9120d,,24,
b72f7963,explore,207,97.42
38acbfc9,query,17,324.367
b6a42ef9,query,268,448.834
b826784b,query,48,315.99
b78e3163,explore,58,74.855
385b8ebd,explore,152,135.323
3928b75f,welcome,61,36.032
b68320d1,query,49,335.281
b8f55c89,explore,44,141.201
37cca1bf,explore,74,72.185
b688a066,welcome,7,22.838
38551544,welcome,19,33.324
3795b01d,query,52,418.925
b4d56bdc,welcome,139,42.5
388d08f0,explore,51,32.639
b8d358f0,query,97,439.073
b87c4065,explore,385,82.824
38c46841,explore,73,128.774
b8acdbe3,explore,159,171.096
b8621b79,welcome,68,33.783
b8c09db8,explore,205,98.456
b8a21496,query,31,316.092
35f3508e,explore,35,89.871
38d0167a,query,51,435.039
37dbf1b8,index,21,65.822
386d2da5,welcome,8,24.233
38bf4757,explore,75,142.522
b95624a3,welcome,37,31.642
b8c69d26,welcome,9,35.177
3.88E+13,query,17,414.967
38a2afc1,query,17,382.77
b9a11327,query,27,345.432
b84369c5,query,42,387.234
b874f71a,query,34,447.41
b8c0d87a,query,63,335.064
b8da93e2,,89,
b909b158,explore,94,136.614
38e75f40,query,19,419.221
b82c53e0,query,97,418.115
b8a3ab17,query,60,273.983
3.80E+08,welcome,45,35.029
388c423e,query,23,380.534
b7cf0af2,welcome,29,28.026
b8997506,query,17,376.793
b8989f91,query,298,341.965
b89358fa,query,218,297.864
b81aac1c,query,105,359.168
b6958ebc,query,40,295.691
b866983b,welcome,7,41.941
b7dba582,welcome,7,37.116
3857dfc6,explore,124,131.447
38106d1a,query,79,419.005
384f2238,index,21,39.075
b9069c73,query,44,349.083
38826074,query,17,475.531
b78e0dd7,query,17,406.041
b925aacd,query,82,299.465
385539b2,explore,170,127.712
37f82166,query,33,359.463
b8acdbe3,explore,198,99.686
b915b875,welcome,7,47.138
b90fcff0,welcome,16,27.198
b95624a3,explore,22,182.546
b8817cf7,explore,91,112.365
b87cde16,welcome,7,25.457
b961b7f3,welcome,109,22.33
b9058a3a,explore,78,53.629
b89f9db4,explore,61,140.265
37f9de59,query,19,318.649
38be11d8,welcome,59,43.077
b914e7a0,,28,
37eb9889,explore,145,76.638
b81aac1c,,68,
38acbfc9,query,53,382.673
388473f3,query,38,424.366
b69d376c,explore,55,88.366
b6f8d90b,explore,221,139.678
b8b6d7a6,explore,22,84.158
b73cf870,welcome,28,35.815
b688a066,query,17,367.541
371b2fbe,explore,300,167.723
37c8fbf3,explore,38,106.545
b8bb2174,query,159,401.921
b97b1f52,query,165,342.016
b78ab09a,explore,44,113.419
b817c50e,index,8,48.818
b867a142,welcome,7,27.425
b9315418,welcome,60,35.575
380f0830,welcome,18,26.67
384f2238,query,17,270.955
38d87afe,query,27,416.239
b85d00a8,query,25,259.795
38106d1a,welcome,25,31.931
38dbc151,explore,66,167.755
b8a61c3d,query,208,310.323
b8adaed6,query,174,426.054
3924671c,query,111,408.702
393d8a15,query,76,408.368
38a53e49,explore,29,139.301
b81e28fd,welcome,7,20.702
38c354f3,explore,22,95.948
b8997f4c,query,63,388.322
b817c50e,query,31,335.997
b7fa5fae,index,4,49.829
b898d23e,welcome,69,42.49
b82c53e0,query,17,332.771
b63335a2,query,26,387.875
b853d519,query,164,456.12
397850c1,welcome,120,41.273
394857b7,query,214,333.897
b8dd316b,query,27,226.239
b925aacd,query,144,280.542
37b00432,query,26,361.211
b83f119a,query,25,484.231
38c78d69,welcome,21,23.306
377f7199,explore,22,100.09
b8b0e081,query,27,290.63
b8e1fea6,explore,22,46.324
b8da93e2,explore,102,92.533
3959531f,query,63,422.216
b688a066,explore,22,91.846
b87c4065,query,17,471.838
b70bcb2c,explore,60,73.581
b88a09a7,welcome,9,27.402
39185800,query,68,355.494
3899ccda,welcome,7,31.609
3901fa95,welcome,7,23.765
35cfb7c7,,38,
38d87afe,query,113,388.471
37e2e123,query,71,550.054
b8e6681d,index,6,42.573
b684a433,,41,
b8a61c3d,explore,57,50.778
b8a3d144,welcome,58,32.597
38fa3202,index,11,35.631
3827db44,query,99,340.887
3912a215,welcome,59,32.808
b9093311,explore,24,79.65
395db9dc,explore,30,114.289
b780efe5,query,46,332.162
36d0a1dc,explore,57,47.805
b87cde16,query,45,406.365
38b09a88,index,44,30.102
b870db1c,query,143,434.141
b904fd6c,explore,201,88.62
b7fddf00,query,18,397.53
b94a5b1f,query,170,294.619
b8d3ccd1,explore,108,149.541
b95624a3,,28,
b800ff0e,index,4,51.324
b6b8e96f,query,28,408.151
b70bcb2c,query,80,432.525
38c31cae,explore,164,153.523
385b8ebd,query,41,351.206
38acbfc9,explore,22,105.091
b8b6d7a6,query,60,416.937
b8d3ccd1,,10,
b5da8408,welcome,9,25.268
3857dfc6,query,80,350.692
387347f1,index,4,18.537
b9073d39,,65,
36efb219,explore,110,120.989
3827db44,index,8,79.65
39463fd5,explore,150,183.55
38c78d69,query,69,351.361
b94a5b1f,,10,
b97c6f36,explore,109,138.038
381e9853,,10,
b816ed50,welcome,7,27.225
3969e39d,query,36,416.653
39098b28,query,224,415.382
38a7586c,index,5,65.669
b63ebe25,,50,
b4d56bdc,query,31,297.11
396a04f5,query,17,423.114
38d87afe,query,82,370.577
b914e7a0,welcome,7,21.731
3928b75f,welcome,7,34.393
b8eb4d4e,,10,
b8f55c89,query,29,307.231
b895837d,query,81,415.664
392c9861,explore,136,120.667
b9069c73,welcome,66,25.551
b9036d74,explore,182,117.771
b8075a0a,explore,22,59.902
b9166fd4,query,318,287.925
b8660f88,query,17,273.764
37cca1bf,explore,29,125.517
380f0830,welcome,117,33.203
38c9120d,index,38,45.568
b7150245,query,34,355.277
b8d56faf,welcome,56,26.665
b81e28fd,welcome,7,30.697
b8b14542,query,17,435.259
3849c6fb,index,8,29.104
371b2fbe,explore,23,103.603
380f0830,welcome,14,29.031
b715fc7b,welcome,21,35.92
b93a5bf5,query,19,389.334
b98f6b2a,explore,199,156.609
b7e1c8a3,welcome,20,34.254
37ad3faf,query,24,309.687
3912a215,welcome,21,30.534
b8391a61,query,18,371.496
3924671c,welcome,124,52.527
37c8fbf3,explore,49,88.101
37e627d2,query,84,468.826
3988f9c2,welcome,13,27.555
b90fcff0,query,17,377.309
b84369c5,query,405,380.689
382533f1,query,239,382.991
b836089c,explore,64,102.179
b7cd9fae,explore,104,124.223
b78e3163,query,48,360.009
38106d1a,index,43,37.95
b8391a61,explore,22,105.125
b95624a3,query,182,445.731
38b09a88,explore,67,131.367
38a2afc1,welcome,40,27.066
b7e1c8a3,welcome,188,28.933
b8b7a428,explore,109,86.036
3962b232,query,41,456.344
3928b75f,query,158,317.3
b9069c73,explore,71,146.741
379b1d53,explore,67,210.068
b853d519,index,4,58.682
3969e39d,welcome,74,37.208
b7599dee,index,60,51.72
b8a3d144,explore,22,111.636
b8e6681d,query,58,334.803
39163a9b,explore,22,109.95
3908895c,query,89,363.961
3794ed75,query,70,351.151
b8bff102,welcome,36,20.284
381dc512,explore,163,115.541
b8b7a428,query,52,337.898
38551544,query,49,438.252
38dd988d,explore,22,121.988
b82c53e0,explore,25,164.986
b8f55c89,welcome,7,31.448
389a5a09,welcome,28,24.712
38e2c522,index,39,49.279
38f5c56b,index,14,82.455
b7599dee,query,507,447.913
b93c1e35,,47,
37295f54,query,109,417.641
b8463fd8,welcome,32,37.003
3924671c,explore,40,148.234
b826ffe7,welcome,7,26.105
390c3506,query,46,447.281
b817c50e,index,28,80.009
b8f55c89,welcome,7,38.497
38678694,welcome,7,24.811
b7fa5fae,explore,193,100.72
b684a433,welcome,54,21.368
b7ca73fe,explore,35,77.739
b86cb46d,,19,
b8cc8870,index,13,52.199
3871107a,query,68,357.983
b7e9cf39,welcome,34,28.389
b63335a2,index,12,40.587
3882b813,query,172,293.419
b78b6241,query,78,296.236
b83f119a,explore,50,193.34
38d0167a,query,41,382.21
b8391a61,index,6,64.959
37295f54,query,72,358.497
b7ca73fe,welcome,77,42.625
b914eada,welcome,7,28.465
b7ecd50e,explore,252,90.396
3857dfc6,welcome,64,33.295
b8e2850c,query,34,388.99
3795b01d,query,32,427.105
b8884021,query,39,349.215
b871cdab,explore,41,146.84
b91b59ef,query,28,402.564
389a5a09,query,111,385.182
b72e9d50,welcome,24,28.22
b8bb10b7,query,73,443.488
b8d19bd2,welcome,29,34.402
b8bb2174,query,195,247.074
387fd3f2,index,4,56.685
b7dc6a9a,welcome,10,37.164
b8bb2174,query,68,394.712
38e75f40,query,55,403.898
b8160561,welcome,48,37.612
b7fa5fae,query,290,337.926
b727c7ed,query,26,502.091
394857b7,query,51,300.458
b91b59ef,explore,84,116.608
38be11d8,,116,
3901fa95,,37,
385539b2,query,54,506.431
b836089c,query,17,398.861
b8a61c3d,welcome,59,11.039
b7b79d06,index,4,51.61
b92cb918,welcome,27,21.484
385d4712,query,17,323.366
b7cf0af2,query,36,336.556
b89358fa,explore,258,152.955
b9036d74,explore,157,100.245
3825c62e,query,21,315.597
b8997f4c,query,260,368.861
3899ccda,,48,
379b1d53,index,13,65.227
38106d1a,explore,22,123.116
b727c7ed,welcome,18,11.738
b898d23e,explore,82,87.467
b9071e0f,query,29,343.043
b78d0280,index,52,28.475
3969e39d,query,38,344.845
382345b2,query,154,362.213
3912716d,welcome,22,35.839
b802185b,explore,22,95.666
b8660f88,,10,
b8997506,explore,82,100.165
b8c0d87a,welcome,83,31.042
b7e1c8a3,query,21,423.701
38d87afe,explore,199,101.738
389a5a09,query,107,368.634
b915b875,query,34,407.276
b7b187ea,explore,104,104.615
38a2afc1,welcome,8,34.642
37d6bbaf,query,40,438.142
38e75f40,query,178,392.278
389a5a09,explore,170,36.298
38c354f3,explore,60,115.681
b9166fd4,explore,49,144.501
b8884021,index,39,70.37
3912716d,query,34,461.497
b8c69d26,explore,80,136.217
380f0830,,44,
b826ffe7,explore,183,60.736
b957115e,query,61,490.223
b7599dee,explore,65,117.338
38731251,query,105,354.782
382345b2,explore,80,38.43
3899ea49,query,17,382.561
b8adaed6,explore,86,117.969
38106d1a,,31,
3911c453,explore,22,184.164
392c9861,explore,42,47.772
37a6168f,welcome,15,35.39
38a5e6dc,welcome,9,43.802
3911c453,welcome,19,30.464
380659cb,,31,
b78e3163,query,127,390.824
388c423e,explore,44,134.958
3809ff9f,explore,224,112.41
b817c50e,explore,28,156.047
3845e841,welcome,194,35.093
388c423e,query,315,340.146
b826ffe7,explore,29,112.63
388e7adf,explore,28,186.319
b8cc587b,query,106,377.591
39041af1,query,108,339.443
b866983b,,10,
b98f41a7,query,35,341.617
b6a42ef9,index,4,33.915
b8f55c89,query,87,365.789
38d3b1c9,,50,
388cea01,index,23,32.52
b688a066,explore,119,151.12
b89e1007,,16,
370571d4,explore,41,96.129
b8e6681d,query,83,408.341
3911c453,query,17,349.579
b9315418,,69,
38826074,query,215,350.186
b6958ebc,query,83,371.994
